cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,publish_year,abstract_words
5e2z7fna,,WHO,"""Coronavirus disease 2019"" (COVID-19): update für Anästhesisten und Intensivmediziner März 2020./ Coronavirus disease 2019 (COVID-19): update for anesthesiologists and intensivists March 2020",,,,unk,"The current outbreak of coronavirus disease (COVID-19) has reached Germany. The majority of people infected present with mild disease, but there are severe cases that need intensive care. Unlike other acute infectious diseases progressing to sepsis, the severe courses of COVID19 seemingly show prolonged progression from onset of first symptoms to life-threatening deterioration of (primarily) lung function. Diagnosis relies on PCR using specimens from the respiratory tract. Severe ARDS reflects the hallmark of a critical course of the disease. Preventing nosocomial infections (primarily by correct use of personal protective equipment) and maintenance of hospitals' operational capability are of utmost importance. Departments of Anaesthesia, Intensive Care and emergency medicine will envisage major challenges.",2020,"Thomas-Rüddel, D; Winning, J; Dickmann, P; Ouart, D; Kortgen, A; Janssens, U; Bauer, M",Anaesthesist,NA,#691192,,,,,214619194,2020,112
2ncdreah,,WHO,"""COVOID"": A flexible, freely available stochastic individual contact model for exploring COVID-19 intervention and control strategies",,,,unk,"BACKGROUND: Throughout March 2020, leaders in countries across the globe were making crucial decisions about how and when to implement public health interventions to combat COVID-19. They urgently needed tools to help them to explore what will work best in their specific circumstances of epidemic size and spread and feasible intervention scenarios. OBJECTIVE: We sought to rapidly develop a flexible, freely available simulation model for use by modellers and researchers to allow investigation of how various public health interventions implemented at various time points might change the shape of the COVID-19 epidemic curve. METHODS: ""COVOID"" (COVID-19 Open-source Infection Dynamics) is a stochastic individual contact model (ICM), which extends the ICMs provided by the open-source EpiModel package for the R statistical computing environment. To demonstrate its use and inform urgent decisions as at 30 March 2020, we modelled similar intervention scenarios to those reported by other investigators using various model types, as well as novel scenarios. The scenarios involved isolation of cases, moderate social distancing and stricter population ""lock-downs"" enacted over varying time periods, in a hypothetical population of 100,000 people. On 30 April 2020, we simulated the epidemic curve for the three contiguous local areas (population 287,344) in eastern Sydney, Australia, that recorded 5.3% of Australian cases of COVID-19 through to 30 April 2020, under five different intervention scenarios, and compared the modelled predictions with the observed epidemic curve for these areas. RESULTS: COVOID allocates each member of a population to one of seven compartments. The number of times individuals in the various compartments interact with each other and their probability of transmitting infection at each interaction can be varied to simulate the effects of interventions. Using COVOID on 30 March 2020, we were able to replicate the epidemic response patterns to specific social distancing intervention scenarios reported by others. The simulated curve for three local areas of Sydney from 1 March to 30 April 2020 was similar to the observed epidemic curve, in terms of peak numbers of cases, total numbers of cases and duration, under a scenario representing the public health measures that were actually enacted, including case isolation and ramp-up of testing and social distancing measures. CONCLUSIONS: COVOID allows rapid modelling of many potential intervention scenarios, can be tailored to diverse settings and requires only standard computing infrastructure. It replicates the epidemic curves produced by other models that require highly detailed population-level data, and its predicted epidemic curve, using parameters simulating the public health measures that were enacted, was similar in form to that actually observed in Sydney, Australia. Our team and collaborators are currently developing an extended open-source COVOID package comprising a suite of tools to explore intervention scenarios using several categories of model.",2020,"Churches, Timothy; Jorm, Louisa",,NA,#612012,,,,,219986106,2020,448
ke4wrmha,,Medline,"""COVOID"": A flexible, freely available stochastic individual contact model for exploring COVID-19 intervention and control strategies.",10.2196/18965,,32568729,unk,"BACKGROUND Throughout March 2020, leaders in countries across the globe were making crucial decisions about how and when to implement public health interventions to combat COVID-19. They urgently needed tools to help them to explore what will work best in their specific circumstances of epidemic size and spread and feasible intervention scenarios. OBJECTIVE We sought to rapidly develop a flexible, freely available simulation model for use by modellers and researchers to allow investigation of how various public health interventions implemented at various time points might change the shape of the COVID-19 epidemic curve. METHODS ""COVOID"" (COVID-19 Open-source Infection Dynamics) is a stochastic individual contact model (ICM), which extends the ICMs provided by the open-source EpiModel package for the R statistical computing environment. To demonstrate its use and inform urgent decisions as at 30 March 2020, we modelled similar intervention scenarios to those reported by other investigators using various model types, as well as novel scenarios. The scenarios involved isolation of cases, moderate social distancing and stricter population ""lock-downs"" enacted over varying time periods, in a hypothetical population of 100,000 people. On 30 April 2020, we simulated the epidemic curve for the three contiguous local areas (population 287,344) in eastern Sydney, Australia, that recorded 5.3% of Australian cases of COVID-19 through to 30 April 2020, under five different intervention scenarios, and compared the modelled predictions with the observed epidemic curve for these areas. RESULTS COVOID allocates each member of a population to one of seven compartments. The number of times individuals in the various compartments interact with each other and their probability of transmitting infection at each interaction can be varied to simulate the effects of interventions. Using COVOID on 30 March 2020, we were able to replicate the epidemic response patterns to specific social distancing intervention scenarios reported by others. The simulated curve for three local areas of Sydney from 1 March to 30 April 2020 was similar to the observed epidemic curve, in terms of peak numbers of cases, total numbers of cases and duration, under a scenario representing the public health measures that were actually enacted, including case isolation and ramp-up of testing and social distancing measures. CONCLUSIONS COVOID allows rapid modelling of many potential intervention scenarios, can be tailored to diverse settings and requires only standard computing infrastructure. It replicates the epidemic curves produced by other models that require highly detailed population-level data, and its predicted epidemic curve, using parameters simulating the public health measures that were enacted, was similar in form to that actually observed in Sydney, Australia. Our team and collaborators are currently developing an extended open-source COVOID package comprising a suite of tools to explore intervention scenarios using several categories of model. CLINICALTRIAL",2020-06-21,"Churches, Timothy; Jorm, Louisa",JMIR public health and surveillance,NA,,,,,https://doi.org/10.2196/18965; https://www.ncbi.nlm.nih.gov/pubmed/32568729/,219986106,2020,449
b3kjge3z,c3c57a11b5ecb2c364f50bc938dc39cf593b5d02,ArXiv,"""Go eat a bat, Chang!"": An Early Look on the Emergence of Sinophobic Behavior on Web Communities in the Face of COVID-19",,,,arxiv,"The outbreak of the COVID-19 pandemic has changed our lives in unprecedented ways. In the face of the projected catastrophic consequences, many countries have enacted social distancing measures in an attempt to limit the spread of the virus. Under these conditions, the Web has become an indispensable medium for information acquisition, communication, and entertainment. At the same time, unfortunately, the Web is being exploited for the dissemination of potentially harmful and disturbing content, such as the spread of conspiracy theories and hateful speech towards specific ethnic groups, in particular towards Chinese people since COVID-19 is believed to have originated from China. In this paper, we make a first attempt to study the emergence of Sinophobic behavior on the Web during the outbreak of the COVID-19 pandemic. We collect two large-scale datasets from Twitter and 4chan's Politically Incorrect board (/pol/) over a time period of approximately five months and analyze them to investigate whether there is a rise or important differences with regard to the dissemination of Sinophobic content. We find that COVID-19 indeed drives the rise of Sinophobia on the Web and that the dissemination of Sinophobic content is a cross-platform phenomenon: it exists on fringe Web communities like \dspol, and to a lesser extent on mainstream ones like Twitter. Also, using word embeddings over time, we characterize the evolution and emergence of new Sinophobic slurs on both Twitter and /pol/. Finally, we find interesting differences in the context in which words related to Chinese people are used on the Web before and after the COVID-19 outbreak: on Twitter we observe a shift towards blaming China for the situation, while on /pol/ we find a shift towards using more (and new) Sinophobic slurs.",2020-04-08,"Schild, Leonard; Ling, Chen; Blackburn, Jeremy; Stringhini, Gianluca; Zhang, Yang; Zannettou, Savvas",,NA,,2004.04046,document_parses/pdf_json/c3c57a11b5ecb2c364f50bc938dc39cf593b5d02.json,,https://arxiv.org/pdf/2004.04046v1.pdf,215416251,2020,283
xvb0ofme,,WHO,"""Hot Zones"" for Otolaryngologists: Assessing the geographic distribution of aerosol-generating procedures amidst the COVID-19 pandemic",,,,unk,"OBJECTIVE: Given high COVID-19 viral load and aerosolization in the head and neck, otolaryngologists are subject to uniquely elevated viral exposure in most of their inpatient and outpatient procedures and interventions. While elective activity has halted across the board nationally, the slow plateau of COVID-19 case rates prompts the question of timing of resumption of clinical activity. We sought to prospectively predict geographical ""hot zones"" for otolaryngological exposure to COVID-19 based on procedural volumes data from 2013 to 2017. METHODS: Otolaryngologic CPT codes were stratified based on risk-level, according to recently published specialty-specific guidelines. Using the Medicare POSPUF database, aerosol-generating procedures (AGPs) were mapped based on hospital referral regions, against up-to-date COVID-19 case distribution data, as of April 24, 2020. RESULTS: The most common AGPs were diagnostic flexible laryngoscopy, diagnostic nasal endoscopy, and flexible laryngoscopy with stroboscopy. The regions with the most AGPs per otolaryngologist were Iowa City, IA, Detroit, MI, and Burlington, VT, while the states with the most COVID-19 cases as of April 24th are New York, New Jersey, and Massachusetts. CONCLUSIONS: Our study provides a model for predicting possible ""hot zones"" for otolaryngologic exposure based on both COVID-19 case density and AGP-density. As the focus shifts to resuming elective procedures, these potential ""hot zones"" need to be evaluated for appropriate risk-based decision-making, such as ""reopening strategies"" and allocation of resources.",2020,"Quereshy, Humzah A; Jella, Tarun K; Ruthberg, Jeremy S; Kocharyan, Armine; D039,; Anza, Brian; Maronian, Nicole; Otteson, Todd D",Am J Otolaryngol,NA,#381749,,,,,218890977,2020,223
gg4gs4ls,,WHO,"""How I Do It: High Flow, Non-invasive ventilation and Awake (non-intubation) Proning in Covid-19 Patients with Respiratory Failure""",,,,unk,"The Covid 19 pandemic will be remembered for the rapidity with which it spread, the morbidity and mortality associated with it and the paucity of evidence-based management guidelines. One of the major concerns of hospitals was to limit spread of infection to health care workers. Since the virus is spread mainly by respiratory droplets and aerosolized particles, procedures which may potentially disperse viral particles, the so called ""aerosol-generating procedures"" or AGPs were avoided whenever possible. Included in this category were non-invasive ventilation (NIV), high flow nasal cannula (HFNC) and awake (non-intubated) proning. Accordingly, at many health care facilities, patients who had increasing oxygen requirements were emergently intubated and mechanically ventilated to avoid exposure to AGPs. With experience, clinicians realized that mortality of invasively ventilated patients was high and it was not easy to extubate many of these patients. This raised the concern that HFNC and NIV were being underutilized to avoid intubation and to facilitate extubation. In this article, we attempt to separate fact from fiction and perception from reality pertaining to the aerosol dispersion with NIV, HFNC and AP. We describe precautions that hospitals and health care providers must take to mitigate risks with these devices. Finally, we take a practical approach in describing how we use the three techniques, including the common indications, contraindications and practical aspects of application.",2020,"Raoof, Suhail; Nava, Stefano; Carpati, Charles; Hill, Nicholas S",Chest,NA,#652448,,,,,220526997,2020,221
dapkxiyy,,WHO,"""Hydroxychloroquine in patients with COVID-19: A Systematic Review and meta-analysis.""",,,,unk,"BACKGROUNDS AND AIMS: The role of hydroxychloroquine (HCQ) in the treatment of COVID-19 is not fully known. We studied the efficacy of HCQ compared to the control in COVID-19 subjects on - a. viral clearance measured by reverse transcriptase polymerase chain reaction (RT-PCR) and, b. death due to all cause. METHODS: PubMed, Scopus, Cochrane and MedRxiv database were searched using the specific keywords up to April 30, 2020. Studies that met our objectives were assessed for the risk of bias applying various tools as indicated. Three studies each that reported the outcome of viral clearance by RT-PCR and death due to all cause, were meta-analyzed by applying inverse variance-weighted averages of logarithmic risk ratio (RR) using a random effects model. Heterogeneity and publication bias were assessed using the I2 statistic and funnel plots, respectively. RESULTS: Meta-analysis of 3 studies (n = 210) on viral clearance assessed by RT-PCR showed no benefit (RR, 1.05; 95% CI, 0.79 to 1.38; p = 0.74), although with a moderate heterogeneity (I2 = 61.7%, p = 0.07). While meta-analysis of 3 studies (n = 474) showed a significant increase in death with HCQ, compared to the control (RR, 2.17; 95% 1.32 to 3.57; p = 0.002), without any heterogeneity (I2 = 0.0%, p = 0.43). CONCLUSIONS: No benefit on viral clearance but a significant increase in mortality was observed with HCQ compared to control in patients with COVID-19.",2020,"Singh, Awadhesh Kumar; Singh, Akriti; Singh, Ritu; Misra, Anoop",Diabetes Metab Syndr,NA,#286139,,,,,218582886,2020,233
lt1ptjqi,,WHO,"""I Was Wrong"": A Surgeon's First-Person Account of His COVID-19 Illness",,,,unk,"A surgeon failed to heed his own misgivings on taking a family vacation cruise. Despite scrupulous hand-washing and antiseptic precautions with anything within reach, he contracts COVID-19. His anxiety increased as his condition became increasingly serious: uncontrollable dry coughing spells, spiking fevers, and his worst symptom, progressive dyspnea and chest pain. From what he knew about the disease, he feared admission to the intensive care unit, a step that portended a significantly worse prognosis. After a week-and-a-half of illness, misery, and fear, he began to improve: first, his fevers diminished, breathing came more easily, and coughing spells occurred less frequently, if still unpredictably. Now with his strength slowly returning, he contemplated returning to work but was frustrated when tests showed he was still shedding active virions. Under quarantine and with time to reflect, he cautions against complacency with regard to the infectiousness of COVID-19. His own denial led to the loss of his health and livelihood. At home but still separated from his wife and children in a basement bedroom, the bittersweet circumstances of his reunion with them is a reminder of the preciousness of life and love of family.",2020,"Stanford, Jon L",Am Surg,NA,#656493,,,,,220603896,2020,190
u1ht4gjr,,Medline,"""I Was Wrong"": A Surgeon's First-Person Account of His COVID-19 Illness.",10.1177/0003134820924398,,32683964,unk,"A surgeon failed to heed his own misgivings on taking a family vacation cruise. Despite scrupulous hand-washing and antiseptic precautions with anything within reach, he contracts COVID-19. His anxiety increased as his condition became increasingly serious: uncontrollable dry coughing spells, spiking fevers, and his worst symptom, progressive dyspnea and chest pain. From what he knew about the disease, he feared admission to the intensive care unit, a step that portended a significantly worse prognosis. After a week-and-a-half of illness, misery, and fear, he began to improve: first, his fevers diminished, breathing came more easily, and coughing spells occurred less frequently, if still unpredictably. Now with his strength slowly returning, he contemplated returning to work but was frustrated when tests showed he was still shedding active virions. Under quarantine and with time to reflect, he cautions against complacency with regard to the infectiousness of COVID-19. His own denial led to the loss of his health and livelihood. At home but still separated from his wife and children in a basement bedroom, the bittersweet circumstances of his reunion with them is a reminder of the preciousness of life and love of family.",2020-06-01,"Stanford, Jon L",The American surgeon,NA,,,,,https://doi.org/10.1177/0003134820924398; https://www.ncbi.nlm.nih.gov/pubmed/32683964/,220603896,2020,190
8syfw82u,,WHO,"""I'm Kinda Stuck at Home With Unsupportive Parents Right Now"": LGBTQ Youths' Experiences With COVID-19 and the Importance of Online Support",,,,unk,"PURPOSE: LGBTQ youth are a population who experience unique stressors. This study investigated their experiences with the COVID-19 pandemic via Q Chat Space-a national online chat-based support program. METHODS: Transcript data from 31 synchronous, text-based chats collected during the onset of state-based ""social distancing"" ordinances in Spring 2020 were analyzed. RESULTS: While encountering COVID-19-related stressors likely to be experienced by youth generally, participants' experiences were concomitantly imbued with LGBTQ-specific intrapersonal, interpersonal, and structural challenges. Difficulties included maintaining mental health, being isolated with unsupportive families, and loss of in-person identity-based socialization and support. CONCLUSIONS: Findings highlight the importance of synchronous, text-based online platforms to enable LGBTQ youth to feel safe to seek support while at home. Given the potential for long-term physical distancing, concerted efforts are required to provide necessary resources and support for LGBTQ youth during the COVID-19 pandemic.",2020,"Fish, Jessica N; McInroy, Lauren B; Paceley, Megan S; Williams, Natasha D; Henderson, Sara; Levine, Deborah S; Edsall, Rachel N",J. adolesc. health,NA,#611999,,,,,219980959,2020,139
t8roka3c,,WHO,"""It ain't over till it's over!"" Risk-mitigation strategies for patients with gastrointestinal diseases in the aftermath of the COVID-19 pandemic",,,,unk,"The available COVID-19 literature has focused on specific disease manifestations, infection control, and delivery or prioritization of services for specific patient groups in the setting of the acute COVID-19 pandemic. Local health systems aim to contain the COVID-19 pandemic and hospitals and health-care providers rush to provide the capacity for a surge of COVID-19 patients. However, the short, medium-term, and long-term outcomes of patients with gastrointestinal (GI) diseases without COVID-19 will be affected by the ability to develop locally adapted strategies to meet their service needs in the COVID-19 setting. To mitigate risks for patients with GI diseases, it is useful to differentiate three phases: (i) the acute phase, (ii) the adaptation phase, and (iii) the consolidation phase. During the acute phase, service delivery for patients with GI disease will be curtailed to meet competing health-care needs of COVID-19 patients. During the adaptation phase, GI services are calibrated towards a ""new normal,"" and the consolidation phase is characterized by rapid introduction and ongoing refinement of services. Proactive planning with engagement of relevant stakeholders including consumer representatives is required to be prepared for a variety of scenarios that are dictated by thus far undefined long-term economic and societal impacts of the pandemic. Because substantial changes to the delivery of services are likely to occur, it is important that these changes are embedded into quality and research frameworks to ensure that data are generated that support evidence-based decision-making during the adaptation and consolidation phases.",2020,"Holtmann, Gerald; Quigley, Eamonn M; Shah, Ayesha; Camilleri, Michael; Tan, Victoria Py; Gwee, Kok Ann; Sugano, Kentaro; Sollano, Jose D; Fock, Kwong M; Ghoshal, Uday C; Chen, Minhu; Dignass, Axel; Cohen, Henry",J Gastroenterol Hepatol,NA,#574632,,,,,219550373,2020,242
ufulzc8l,,WHO,"""Masking"" our Emotions: Botulinum Toxin, Facial Expression and Well-Being in the Age of COVID-19",,,,unk,"The globally devastating effects of COVID-19 breach not only the realm of public health, but of psychosocial interaction and communication as well, particularly with the advent of mask-wearing. Today, the mask has become a semi-permanent accessory to the face, blocking our ability to express and perceive each other's facial expressions by dividing it into a visible top-half and invisible bottom-half. This significantly restricts our ability to accurately interpret emotions based on facial expressions and strengthens our perceptions of negative emotions produced by frowning. The addition of botulinum toxin (BTX) induced facial muscle paralysis to target the muscles of the top (visible) half of the face, especially the corrugator and procerus muscles, may act as a therapeutic solution by its suppression of glabellar lines and our ability to frown. The treatment of the glabella complex not only has been shown to inhibit the negative emotions of the treated individual but also can reduce the negative in those who come in contact with the treated individual. Mask-wearing in the wake of COVID-19 brings new challenges to our ability to communicate and perceive emotion through full facial expression, our most effective and universally-shared form of communication, and BTX may offer a positive solution to decrease negative emotions and promote well-being for both the mask wearer as well as all who come in contact with that individual.",2020,"Nestor, Mark S; Fischer, Daniel; Arnold, David",,NA,#32592268,,,,,220121078,2020,223
a6i67nr4,,WHO,"""Masking"" our emotions: Botulinum toxin, facial expression, and well-being in the age of COVID-19",,,,unk,"BACKGROUND: The globally devastating effects of COVID-19 breach not only the realm of public health, but of psychosocial interaction and communication as well, particularly with the advent of mask-wearing. METHODS: A review of the literature and understanding of facial anatomy and expressions as well as the effect of botulinum toxin on emotions and nonverbal communication. RESULTS: Today, the mask has become a semi-permanent accessory to the face, blocking our ability to express and perceive each other's facial expressions by dividing it into a visible top half and invisible bottom half. This significantly restricts our ability to accurately interpret emotions based on facial expressions and strengthens our perceptions of negative emotions produced by frowning. The addition of botulinum toxin (BTX)-induced facial muscle paralysis to target the muscles of the top (visible) half of the face, especially the corrugator and procerus muscles, may act as a therapeutic solution by its suppression of glabellar lines and our ability to frown. The treatment of the glabella complex not only has been shown to inhibit the negative emotions of the treated individual but also can reduce the negative emotions in those who come in contact with the treated individual. CONCLUSIONS: Mask-wearing in the wake of COVID-19 brings new challenges to our ability to communicate and perceive emotion through full facial expression, our most effective and universally shared form of communication, and BTX may offer a positive solution to decrease negative emotions and promote well-being for both the mask-wearer and all who come in contact with that individual.",2020,"Nestor, Mark S; Fischer, Daniel; Arnold, David",,NA,#616044,,,,,220121078,2020,252
sw46yj6m,,WHO,"""Missing"" acute coronary syndrome hospitalizations during the COVID-19 era in Greece: Medical care avoidance combined with a true reduction in incidence?",,,,unk,"BACKGROUND: Reports from countries severely hit by the COVID-19 pandemic suggest a decline in acute coronary syndrome (ACS)-related hospitalizations. The generalizability of this observation on ACS admissions and possible related causes in countries with low COVID-19 incidence are not known. HYPOTHESIS: ACS admissions were reduced in a country spared by COVID-19. METHODS: We conducted a nationwide study on the incidence rates of ACS-related admissions during a 6-week period of the COVID-19 outbreak and the corresponding control period in 2019 in Greece, a country with strict social measures, low COVID-19 incidence, and no excess in mortality. RESULTS: ACS admissions in the COVID-19 (n = 771) compared with the control (n = 1077) period were reduced overall (incidence rate ratio [IRR]: 0.72, P < .001) and for each ACS type (ST-segment elevation myocardial infarction [STEMI]: IRR: 0.76, P = .001; non-STEMI: IRR: 0.74, P < .001; and unstable angina [UA]: IRR: 0.63, P = .002). The decrease in STEMI admissions was stable throughout the COVID-19 period (temporal correlation; R2 = 0.11, P = .53), whereas there was a gradual decline in non-STEMI/UA admissions (R2 = 0.75, P = .026) following the progressively stricter social measures. During the COVID-19 period, patients admitted with ACS presented more frequently with left ventricular systolic impairment (22.2 vs 15.5% control period; P < .001). CONCLUSIONS: We observed a reduction in ACS hospitalizations during the COVID-19 outbreak in a country with strict social measures, low community transmission, and no excess in mortality. Medical care avoidance behavior is an important factor for these observations, while a true reduction of the ACS incidence due to self-isolation/quarantining may have also played a role.",2020,"Papafaklis, Michail I; Katsouras, Christos S; Tsigkas, Grigorios; Toutouzas, Konstantinos; Davlouros, Periklis; Hahalis, George N; Kousta, Maria S; Styliadis, Ioannis G; Triantafyllou, Konstantinos; Pappas, Loukas; Tsiourantani, Fotini; Varytimiadi, Efthymia; Anyfantakis, Zacharias-Alexandros; Iakovis, Nikolaos; Grammata, Paraskevi; Karvounis, Haralambos; Ziakas, Antonios; Sianos, George; Tziakas, Dimitrios; Pappa, Evgenia; Dagre, Anna; Patsilinakos, Sotirios; Trikas, Athanasios; Lamprou, Thomais; Mamarelis, Ioannis; Katsimagklis, Georgios; Karmpaliotis, Dimitri; Naka, Katerina; Michalis, Lampros K",Clin. cardiol,NA,#660274,,,,,220670324,2020,272
s6i1mw8r,,WHO,"""Monoclonal-Type"" Plastic Antibodies for COVID-19 Treatment: What Is the Idea?",,,,unk,"In late December 2019, an outbreak due to a novel coronavirus, initially called 2019-nCoV, was reported in Wuhan, China [...].",2020,"Puoci, Francesco",,NA,#601323,,,,,219948453,2020,20
2jwuzfan,ef2437662b67cdda4429985f52c1db7384cd578f,MedRxiv,"""No test is better than a bad test"": Impact of diagnostic uncertainty in mass testing on the spread of Covid-19",10.1101/2020.04.16.20067884,,,medrxiv,"Background: The cessation of lock-down measures will require an effective testing strategy. Much focus at the beginning of the UK's Covid-19 epidemic was directed to deficiencies in the national testing capacity. The quantity of tests may seem an important focus, but other characteristics are likely more germane. False positive tests are more probable than positive tests when the overall population has a low prevalence of the disease, even with highly accurate tests. Methods: We modify an SIR model to include quarantines states and test performance using publicly accessible estimates for the current situation. Three scenarios for cessation of lock-down measures are explored: (1) immediate end of lock-down measures, (2) continued lock-down with antibody testing based immunity passports, and (3) incremental relaxation of lock-down measures with active viral testing. Sensitivity, specifcity, prevalence and test capacity are modified for both active viral and antibody testing to determine their population level effect on the continuing epidemic. Findings: Diagnostic uncertainty can have a large effect on the epidemic dynamics of Covid-19 within the UK. The dynamics of the epidemic are more sensitive to test performance and targeting than test capacity. The quantity of tests is not a substitute for an effective strategy. Poorly targeted testing has the propensity to exacerbate the peak in infections. Interpretation: The assessment that 'no test is better than a bad test' is broadly supported by the present analysis. Antibody testing is unlikely to be a solution to the lock-down, regardless of test quality or capacity. A well designed active viral testing strategy combined with incremental relaxation of the lock-down measures is shown to be a potential strategy to restore some social activity whilst continuing to keep infections low.",2020-04-22,"Gray, Nicholas; Calleja, Dominic; Wimbush, Alex; Miralles-Dolz, Enrique; Gray, Ander; De-Angelis, Marco; Derrer-Merk, Elfride; Oparaji, Bright Uchenna; Stepanov, Vladimir; Clearkin, Louis; Ferson, Scott",,NA,,,document_parses/pdf_json/ef2437662b67cdda4429985f52c1db7384cd578f.json,,http://medrxiv.org/cgi/content/short/2020.04.16.20067884v1?rss=1,216054862,2020,279
oneqjp5h,,WHO,"""Not Wars, Water pumps"" - From emotive to rational language in managing the Covid-19 pandemic",,,,unk,"At the date of writing this editorial, there is now agreement amongst experts that the first wave of the United Kingdom's (UK) COVID-19 pandemic is in decline (1). The number of deaths reported each day is now around 1% of the cumulative total and falling. In general, the approach to predicting pandemic policy has been through a comparison of inter-country performance in managing this crisis. While all countries are paying a high price in economic slowdown and lives lost, the health consequences in terms of cases and deaths have varied considerably. Countries with lower relative mortality and infection numbers have shown a more structured logical approach to pandemic management.",2020,"Stedman, Mike; Davies, Mark; Heald, Adrian",,NA,#32502319,,,,,219398212,2020,109
yurbumg2,,WHO,"""Off-label"" use of hydroxychloroquine, azithromycin, lopinavir-ritonavir and chloroquine in COVID-19: A survey of cardiac adverse drug reactions by the French Network of Pharmacovigilance Centers",,,,unk,"INTRODUCTION: COVID-19 is an unprecedented challenge for physicians and scientists. Several publicized drugs are being used with not much evidence of their efficacy such as hydroxychloroquine, azithromycin or lopinavir-ritonavir. Yet, the cardiac safety of these drugs in COVID-19 deserves scrutiny as they are known to foster cardiac adverse ADRs, notably QTc interval prolongation on the electrocardiogram and its arrhythmogenic consequences. METHODS: Since March 27th, 2020, the French Pharmacovigilance Network directed all cardiac adverse drug reactions associated with ""off-label"" use of hydroxychloroquine, azithromycin and lopinavir-ritonavir in COVID-19 to the Nice Regional Center of Pharmacovigilance. Each Regional Center of Pharmacovigilance first assessed causality of drugs. We performed a specific analysis of these cardiac adverse drug reactions amidst an array of risk factors, reassessed the electrocardiograms and estimated their incidence in coronavirus disease 2019. RESULTS: In one month, 120 reports of cardiac adverse drug reactions have been notified, 103 of which associated with hydroxychloroquine alone (86%), or associated with azithromycin (60%). Their estimated incidence is 0.77% to 1.54% of all patients, notwithstanding strong underreporting. Lopinavir-ritonavir came third with 17 reports (14%) and chloroquine fourth with 3 reports (2.5%). There were 8 sudden, unexplained or aborted deaths (7%), 8 ventricular arrhythmias (7%), 90 reports of prolonged QTc (75%) most of them ""serious"" (64%), 48 of which proved &#8805; 500ms, 20 reports of severe conduction disorders (17%) and 5 reports of other cardiac causes (4%). Six reports derived from automedication. DISCUSSION AND CONCLUSION: ""Off-label"" use of treatments in COVID-19 increases the risk of cardiac ADRs, some of them avoidable. Even if these drugs are perceived as familiar, they are used in patients with added risk factors caused by infection. Precautions should be taken to mitigate the risk, even if they will be proven efficacious.",2020,"Gérard, Alexandre; Romani, Serena; Fresse, Audrey; Viard, Delphine; Parassol, Nadège; Granvuillemin, Aurélie; Chouchana, Laurent; Rocher, Fanny; Drici, Milou-Daniel",Therapie,NA,#197646,,,,,218529774,2020,289
8ig3iaci,,WHO,"""Optimization of Surgical Resident Safety and Education During the COVID-19 Pandemic - Lessons Learned""",,,,unk,"The COVID-19 pandemic has engendered rapid and significant changes in patient care. Within the realm of surgical training, the resultant reduction in clinical exposure and case volume jeopardizes the quality of surgical training. Thus, our general surgery residency program proceeded to develop a tailored approach to training that mitigates impact on resident surgical education and optimizes clinical exposure without compromising safety. Residents were engaged directly in planning efforts to craft a response to the pandemic. Following the elimination of elective cases, the in-house resident complement was effectively decreased to reduce unnecessary exposure, with a back-up pool to address unanticipated absences and needs. Personal protective equipment availability and supply, the greatest concern to residents, has remained adequate, while being utilized according to current guidelines. Interested residents were given the opportunity to work in designated COVID ICUs on a volunteer basis. With the decrease in operative volume and clinical duties, we shifted our educational focus to an intensive didactic schedule using a teleconferencing platform and targeted areas of weakness on prior in-service exams. We also highlighted critical COVID-19 literature in a weekly journal club to better understand this novel disease and its effect on surgical practice. The long-term impact of the COVID-19 pandemic on resident education remains to be seen. Success may be achieved with commitment to constant needs assessment in the changing landscape of healthcare with the goal of producing a skilled surgical workforce for public service.",2020,"Adesoye, T; Davis, C H; Del Calvo, H; Shaikh, A F; Chegireddy, V; Chan, E Y; Martinez, S; Pei, K Y; Zheng, F; Tariq, N",J. surg. educ,NA,#626653,,,,,220280553,2020,236
7mfipkdx,,WHO,"""Pairing assistance"": the effective way to solve the breakdown of health services system caused by COVID-19 pandemic",,,,unk,"The most terrifying thing about pandemic could be the large number of patients running against the health service system, which causes a serious shortage of health resources, especially medical personnel. Plotting mortality and diagnosis rates against medical staff resources in 16 cities in Hubei Province, where the epidemic was initially concerned and the most severe, shows a significant negative correlation, indicating the critical role of medical staff resources in controlling epidemics. Nevertheless, it is difficult to ensure that there exist enough medical personnel in cities severely hit by the outbreak. China provides solutions by adopting nationwide ""pairing assistance"" measures with at least one province assisting one city to alleviate pressure in the most severe area. By plotting the number of patients receiving treatment against day, it is clear that implementing ""pairing assistance"" is a turning point in China's fight against epidemics.",2020,"Chen, Tianxiang; Wang, Ying; Hua, Lei",Int J Equity Health,NA,#272658,,,,,218653236,2020,141
